1.940098106861114502e-01,-3.505864143371582031e-01,-1.131743431091308594e+00,1.641017496585845947e-01,-4.127966463565826416e-01,5.960452556610107422e-01,8.927681446075439453e-01,-2.539933919906616211e-01,3.799316883087158203e-01,-8.479014635086059570e-01
-8.617357015609741211e-01,1.956687331199645996e+00,-8.604339361190795898e-01,-8.329339623451232910e-01,1.552100062370300293e+00,-9.230800867080688477e-01,-9.272979497909545898e-01,7.389050722122192383e-01,-6.219990253448486328e-01,1.139073848724365234e+00
4.169318079948425293e-01,-3.185418546199798584e-01,-6.718519330024719238e-01,-8.346111178398132324e-01,9.846398830413818359e-01,1.975665390491485596e-01,8.932365477085113525e-02,-1.063679933547973633e+00,1.557112455368041992e+00,5.989029407501220703e-01
1.336987018585205078e+00,-6.633950769901275635e-02,-3.341220617294311523e-01,-1.744031459093093872e-01,-4.683634340763092041e-01,-9.823749773204326630e-03,9.395207166671752930e-01,-7.524794340133666992e-01,-2.407577484846115112e-01,-8.964251279830932617e-01
1.462200433015823364e-01,-5.384120941162109375e-01,-1.124472975730895996e+00,4.056387841701507568e-01,-1.351344704627990723e+00,-2.595463395118713379e-01,8.574640750885009766e-01,1.548731684684753418e+00,6.445315480232238770e-01,-7.327852845191955566e-01
-7.325839400291442871e-01,-4.795108139514923096e-01,-3.680844306945800781e-01,-3.290945589542388916e-01,5.229254364967346191e-01,-8.522467613220214844e-01,-4.847306311130523682e-01,7.366398572921752930e-01,-5.671957135200500488e-01,1.779700279235839844e+00
-4.406533837318420410e-01,2.366180181503295898e+00,-2.644110023975372314e-01,-6.960820555686950684e-01,-7.247617840766906738e-02,-4.565146565437316895e-01,3.602581620216369629e-01,-4.589239954948425293e-01,-1.126466840505599976e-01,-2.536193430423736572e-01
-7.119263410568237305e-01,-5.291004180908203125e-01,-1.375738978385925293e-01,9.198385477066040039e-01,-7.587721943855285645e-02,1.111657619476318359e+00,-7.743638753890991211e-02,4.804072082042694092e-01,-3.992241322994232178e-01,-8.297256231307983398e-01
-2.666257917881011963e-01,5.097674205899238586e-02,-6.926265358924865723e-01,1.971311807632446289e+00,1.853433251380920410e-01,-1.035765290260314941e+00,-7.455729842185974121e-01,5.660582184791564941e-01,2.773121297359466553e-01,1.099214255809783936e-01
3.421671390533447266e-01,-1.324240565299987793e+00,-5.077235698699951172e-01,8.298489451408386230e-01,3.519240021705627441e-01,-1.086363673210144043e+00,-3.016120791435241699e-01,8.784257173538208008e-01,5.536133423447608948e-03,1.521301150321960449e+00
