1.489650309085845947e-01,-2.914790213108062744e-01,-4.918085038661956787e-01,-6.888644695281982422e-01,6.634336709976196289e-02,6.232950687408447266e-01,6.309432387351989746e-01,-1.580451428890228271e-01,4.242485165596008301e-01,-4.894825220108032227e-01
-6.236540675163269043e-01,2.090929985046386719e+00,-6.654135584831237793e-01,-9.108033776283264160e-01,1.498182415962219238e+00,-5.531191229820251465e-01,-1.181647300720214844e+00,8.058956861495971680e-01,-2.244476228952407837e-01,3.334206044673919678e-01
1.953612416982650757e-01,3.948307037353515625e-01,-5.741117596626281738e-01,-1.030743718147277832e+00,6.576074957847595215e-01,4.275848269462585449e-01,1.476840972900390625e-01,-5.104474425315856934e-01,1.575381875038146973e+00,-1.143672838807106018e-01
1.148962736129760742e+00,1.638737022876739502e-01,-1.763723045587539673e-01,-6.747474521398544312e-02,-2.528044581413269043e-01,-1.537999063730239868e-01,7.030804753303527832e-01,-6.728940606117248535e-01,-5.554164946079254150e-02,-6.211794018745422363e-01
3.924414515495300293e-01,-7.614958286285400391e-01,-5.650386214256286621e-01,4.359327256679534912e-01,-1.110985040664672852e+00,1.053856462240219116e-01,5.916135311126708984e-01,1.173743367195129395e+00,7.226040363311767578e-01,-4.640153348445892334e-01
-4.177559614181518555e-01,-5.541681647300720215e-01,-3.260958194732666016e-01,-3.235855996608734131e-01,6.800386905670166016e-01,-5.168431997299194336e-01,-4.238691926002502441e-01,-1.937250494956970215e-01,-3.289554715156555176e-01,1.869959592819213867e+00
-4.528261125087738037e-01,2.352216482162475586e+00,-2.357421815395355225e-01,-4.944696426391601562e-01,-1.396460831165313721e-01,-4.750499129295349121e-01,4.294959902763366699e-01,-4.611374735832214355e-01,-1.924991756677627563e-01,-8.479335159063339233e-02
-5.043647885322570801e-01,-3.748238682746887207e-01,1.415565162897109985e-01,5.802229642868041992e-01,3.188070282340049744e-02,8.496697545051574707e-01,-5.510186776518821716e-03,4.199508726596832275e-01,-3.347195684909820557e-01,-5.971819758415222168e-01
-9.326644986867904663e-02,2.549671232700347900e-01,-4.619104266166687012e-01,1.657740354537963867e+00,3.184455931186676025e-01,-5.301822423934936523e-01,-5.940980911254882812e-01,-2.078204974532127380e-02,1.293262392282485962e-01,-3.955274820327758789e-01
2.512533664703369141e-01,-8.754772543907165527e-01,-4.808975160121917725e-01,6.608153134584426880e-02,4.500545263290405273e-01,-7.271848917007446289e-01,-7.863570749759674072e-02,1.078304601833224297e-03,-1.765106059610843658e-02,1.551698207855224609e+00
-3.341183364391326904e-01,-7.462550699710845947e-02,-4.062880277633666992e-01,-3.672885298728942871e-01,4.240511655807495117e-01,1.037567615509033203e+00,-2.400109171867370605e-01,5.665894150733947754e-01,-4.851237833499908447e-01,-3.308742940425872803e-01
-4.955816268920898438e-01,2.221826553344726562e+00,-5.770246386528015137e-01,-7.588189244270324707e-01,1.487939834594726562e+00,-4.003916978836059570e-01,-9.260494112968444824e-01,5.659602880477905273e-01,-2.252840250730514526e-01,7.591614127159118652e-02
-2.920436561107635498e-01,-2.604082226753234863e-01,-2.547890841960906982e-01,4.614853560924530029e-01,2.652059495449066162e-01,-3.636270761489868164e-01,2.584311664104461670e-01,-6.916525959968566895e-02,-2.617916166782379150e-01,-4.806770384311676025e-01
-5.252075940370559692e-02,-7.787233591079711914e-01,-5.190020203590393066e-01,5.169721245765686035e-01,-1.020923137664794922e+00,8.181532025337219238e-01,-5.597332715988159180e-01,1.474685311317443848e+00,9.647463560104370117e-01,-4.219096004962921143e-01
-5.761247500777244568e-02,-4.387985765933990479e-01,-2.262499332427978516e-01,-2.552463412284851074e-01,3.244032561779022217e-01,7.747564911842346191e-01,3.028507828712463379e-01,-5.400543212890625000e-01,-3.268026411533355713e-01,-6.944781541824340820e-02
-3.413630127906799316e-01,2.282184362411499023e+00,-7.943764328956604004e-01,-6.182345151901245117e-01,6.880863308906555176e-01,-5.729004144668579102e-01,-1.267693638801574707e+00,5.384764075279235840e-01,-2.809492051601409912e-01,1.303803205490112305e+00
-4.162975549697875977e-01,-2.106124162673950195e-01,-1.155043840408325195e-01,-4.217001795768737793e-01,3.394845128059387207e-01,-6.996486186981201172e-01,2.283967472612857819e-02,-1.182994544506072998e-01,3.619785308837890625e-01,1.274806618690490723e+00
-3.433263897895812988e-01,-3.844722509384155273e-01,8.313103765249252319e-02,-5.483014583587646484e-01,6.730332970619201660e-01,6.707833409309387207e-01,1.195836514234542847e-01,-4.457646608352661133e-01,-3.052809834480285645e-01,-2.603036761283874512e-01
